Instructor Name,Favorite Quote,Type of Exercise,Level of Difficulty,Music w/ Explicit Lyrics,Class Length,Health Impact,Class Name,Class Description
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,30 min,"heart rate, calories",Full Body Strength,This full-body class is designed to strengthen your muscles through a series of dynamic movements.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,True,20 min,"heart rate, calories",Bodyweight Strength,"No equipment, no problem. Join us for a high-energy bodyweight training session. This class will work your full body and will include a mix of upper- and lower-body strength training. Meet us on the mat."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",bike_bootcamp,intermediate,False,30 min,"heart rate, cadence, calories",Bootcamp: Core,"Clip in for heart-pumping intervals on the Bike, then hit the mat for core-blasting moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",bike_bootcamp,advanced,False,30 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,30 min,"heart rate, calories",Glutes & Legs Strength,Strengthen the largest muscles in your body with this glutes & legs workout. 
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",cardio,intermediate,False,10 min,"heart rate, calories",HIIT Cardio,Join this cardio workout designed to increase strength and endurance.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",cardio,intermediate,False,20 min,"heart rate, calories",2000s HIIT Cardio,The turn of the century brought some of the most memorableand arguably some of the besthits in music history. Join us for this HIIT cardio workout and see for yourself.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,30 min,"heart rate, calories",Full Body Strength,This full-body class is designed to strengthen your muscles through a series of dynamic movements.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",bike_bootcamp,advanced,False,60 min,"heart rate, cadence, calories",Bootcamp: Bodyweight,"Clip in for heart-pumping intervals on the Bike, then hit the mat for bodyweight moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,10 min,"heart rate, calories",Glutes & Legs Strength,Strengthen the largest muscles in your body with this glutes & legs workout. 
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,30 min,"heart rate, calories",Full Body Strength,This full-body class is designed to strengthen your muscles through a series of dynamic movements.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,30 min,"heart rate, calories",Upper Body Strength,"Our upper body classes combine movements that are designed to strengthen your arms, shoulders, chest and back. While our more concentrated classes isolate specific parts of the body, this class offers a broader focus of upper-body strengthening."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Full Body Strength,This full-body class is designed to strengthen your muscles through a series of dynamic movements.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,10 min,"heart rate, calories",Core Strength,Join us on the floor for a core workout to align and strengthen your abdominal muscles and lower back.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Chest & Back Strength,Grab your weights and join us for an upper-body workout focused on strengthening your chest and back. 
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",cardio,intermediate,False,20 min,"heart rate, calories",HIIT Cardio,Join this cardio workout designed to increase strength and endurance.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Glutes & Legs Strength,Strengthen the largest muscles in your body with this glutes & legs workout. 
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,10 min,"heart rate, calories",Chest & Back Strength,Grab your weights and join us for an upper-body workout focused on strengthening your chest and back. 
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,10 min,"heart rate, calories",Glutes & Legs Strength,Strengthen the largest muscles in your body with this glutes & legs workout. 
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",cardio,intermediate,False,30 min,"heart rate, calories",EDM HIIT Cardio,EDM isnt just for dancing anymore. Join us for a HIIT cardio workout that will have you sweating to the beat.  
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Arms & Shoulders Strength,Grab your weights and join us for an upper-body workout focused on strengthening your arms and shoulders.  
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Disney Full Body Strength,Be our guest and lift with us to your Disney favorites.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,10 min,"heart rate, calories",Arms & Shoulders Strength,Grab your weights and join us for an upper-body workout focused on strengthening your arms and shoulders.  
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Bodyweight Strength,"No equipment, no problem. Join us for a high-energy bodyweight training session. This class will work your full body and will include a mix of upper- and lower-body strength training. Meet us on the mat."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Bodyweight Strength,"No equipment, no problem. Join us for a high-energy bodyweight training session. This class will work your full body and will include a mix of upper- and lower-body strength training. Meet us on the mat."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",bike_bootcamp,intermediate,False,45 min,"heart rate, cadence, calories",Bootcamp: Full Body,"Clip in for heart-pumping intervals on the Bike, then grab your sneakers & hit the mat for full-body moves on the floor. Combining both cardio & strength, this efficient & well-rounded workout will leave you feeling sweaty & strong."
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,10 min,"heart rate, calories",Core Strength,Join us on the floor for a core workout to align and strengthen your abdominal muscles and lower back.
Callie Gullickson,"“Believe in yourself, and you're halfway there.”",strength,intermediate,False,20 min,"heart rate, calories",Full Body Strength,This full-body class is designed to strengthen your muscles through a series of dynamic movements.
